,EventID,Event,Pick,Network,Station,Location,Channel,Latitude,Longitude,Distance,Origem Latitude,Origem Longitude,Depth/km,Pick Time,Origin Time,Start Time,End Time,Cat,MLv,Certainty,Path,Error
172311,usp2017jilx,20170513T165444,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.96927261,-72.01770782,10000.0,,2017-05-13T16:54:44.339028Z,,,,,,,channel metadata:
172452,usp2017jddq,20170510T190332,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.04757309,-66.693573,206000.0,,2017-05-10T19:03:32.711333Z,,,,,,,channel metadata:
172567,usp2017jcqq,20170510T122938,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.73649406,-67.42945099,123000.0,,2017-05-10T12:29:38.320181Z,,,,,,,channel metadata:
172604,usp2017jcii,20170510T081741,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.5515728,-69.81632233,133000.0,,2017-05-10T08:17:41.697769Z,,,,,,,channel metadata:
172727,usp2017iybj,20170508T001445,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.37841988,-69.11077881,135000.0,,2017-05-08T00:14:45.137906Z,,,,,,,channel metadata:
172765,usp2017iyaf,20170507T233904,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.17103767,-67.04846191,176000.0,,2017-05-07T23:39:04.032870Z,,,,,,,channel metadata:
172910,usp2017ivzu,20170506T210953,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.91478539,-70.30001068,10000.0,,2017-05-06T21:09:53.293425Z,,,,,,,channel metadata:
172975,usp2017ivxf,20170506T195214,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-16.80659866,-73.48020935,20000.0,,2017-05-06T19:52:14.974890Z,,,,,,,channel metadata:
173125,usp2017itby,20170505T065054,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.64418983,-71.6431427,12000.0,,2017-05-05T06:50:54.488250Z,,,,,,,channel metadata:
173207,usp2017isvr,20170505T034111,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.74751091,-71.54627228,19000.0,,2017-05-05T03:41:11.506324Z,,,,,,,channel metadata:
173265,usp2017ired,20170504T054235,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.84690475,-67.23423767,163000.0,,2017-05-04T05:42:35.085814Z,,,,,,,channel metadata:
173335,usp2017irbt,20170504T042843,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.02166748,-67.17996979,184000.0,,2017-05-04T04:28:43.647185Z,,,,,,,channel metadata:
173373,usp2017iqxu,20170504T022904,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-8.749235153,-73.92687988,186470.7184,,2017-05-04T02:29:04.371062Z,,,,,,,channel metadata:
173463,usp2017iqes,20170503T165015,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.48693085,-72.93722534,17000.0,,2017-05-03T16:50:15.477869Z,,,,,,,channel metadata:
173507,usp2017ipwn,20170503T124242,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-16.02437782,-73.47233582,10000.0,,2017-05-03T12:42:42.737276Z,,,,,,,channel metadata:
173708,usp2017inbe,20170501T233843,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.16952133,-72.25304413,17000.0,,2017-05-01T23:38:43.423385Z,,,,,,,channel metadata:
173813,usp2017ildo,20170430T223451,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.49297142,-69.17106628,51811.66458,,2017-04-30T22:34:51.790468Z,,,,,,,channel metadata:
173826,usp2017ikts,20170430T173550,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.57393837,-72.3416748,10000.0,,2017-04-30T17:35:50.221633Z,,,,,,,channel metadata:
173960,usp2017iklt,20170430T133600,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.37815952,-72.08821869,84821.00677,,2017-04-30T13:36:00.595943Z,,,,,,,channel metadata:
174265,usp2017ihsw,20170429T014559,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.20900345,-72.09352112,10000.0,,2017-04-29T01:45:59.438608Z,,,,,,,channel metadata:
174560,usp2017igze,20170428T154940,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.38815689,-71.93629456,10000.0,,2017-04-28T15:49:40.223288Z,,,,,,,channel metadata:
174707,usp2017iepa,20170427T082438,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.32700348,-71.97087097,21000.0,,2017-04-27T08:24:38.875822Z,,,,,,,channel metadata:
174771,usp2017iemb,20170427T065602,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.45923615,-70.71754456,91745.33081,,2017-04-27T06:56:02.518492Z,,,,,,,channel metadata:
174821,usp2017ieip,20170427T050921,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.34275436,-71.99124908,20000.0,,2017-04-27T05:09:21.186721Z,,,,,,,channel metadata:
174953,usp2017iduj,20170426T215859,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.8394165,-69.12281799,104000.0,,2017-04-26T21:58:59.480067Z,,,,,,,channel metadata:
175013,usp2017idmx,20170426T181232,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.61495972,-69.1324234,109000.0,,2017-04-26T18:12:32.313311Z,,,,,,,channel metadata:
175092,usp2017idha,20170426T151400,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.32189178,-72.11045837,26000.0,,2017-04-26T15:14:00.545417Z,,,,,,,channel metadata:
175142,usp2017idgc,20170426T144548,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.57172394,-72.22759247,10000.0,,2017-04-26T14:45:48.406238Z,,,,,,,channel metadata:
175217,usp2017icta,20170426T080953,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.30570412,-69.00341034,103000.0,,2017-04-26T08:09:53.821851Z,,,,,,,channel metadata:
175283,usp2017iclk,20170426T041905,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.74508858,-68.53661346,100000.0,,2017-04-26T04:19:05.508769Z,,,,,,,channel metadata:
175364,usp2017iboq,20170425T164834,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.35216522,-72.02125549,18000.0,,2017-04-25T16:48:34.895522Z,,,,,,,channel metadata:
175395,usp2017iboh,20170425T163848,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.35777664,-72.32943726,10000.0,,2017-04-25T16:38:48.547408Z,,,,,,,channel metadata:
175466,usp2017ibfo,20170425T121322,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.21543121,-72.26853943,18000.0,,2017-04-25T12:13:22.649443Z,,,,,,,channel metadata:
175508,usp2017ibbt,20170425T101752,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.43177605,-67.36296082,207000.0,,2017-04-25T10:17:52.990882Z,,,,,,,channel metadata:
175563,usp2017iatd,20170425T055710,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.62385941,-70.48738098,320988.8611,,2017-04-25T05:57:10.123730Z,,,,,,,channel metadata:
175634,usp2017ianj,20170425T030228,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.16726685,-71.88613892,70000.0,,2017-04-25T03:02:28.212730Z,,,,,,,channel metadata:
175709,usp2017iaku,20170425T014301,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.10116959,-72.06479645,10000.0,,2017-04-25T01:43:01.856807Z,,,,,,,channel metadata:
175799,usp2017iahy,20170425T001734,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.12499619,-72.10679626,20000.0,,2017-04-25T00:17:34.984855Z,,,,,,,channel metadata:
175873,usp2017iahe,20170424T235443,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.26067352,-72.08019257,23000.0,,2017-04-24T23:54:43.544507Z,,,,,,,channel metadata:
175939,usp2017iafb,20170424T225023,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.22378922,-72.7430954,10000.0,,2017-04-24T22:50:23.922261Z,,,,,,,channel metadata:
176006,usp2017iaev,20170424T224354,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.09949493,-72.00495148,21000.0,,2017-04-24T22:43:54.311270Z,,,,,,,channel metadata:
176065,usp2017iaec,20170424T222155,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.16368484,-72.2002182,22000.0,,2017-04-24T22:21:55.298026Z,,,,,,,channel metadata:
176135,usp2017iacr,20170424T213826,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.95130539,-71.7953949,20000.0,,2017-04-24T21:38:26.876101Z,,,,,,,channel metadata:
176203,usp2017hzpf,20170424T145010,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.50519562,-66.42881012,271000.0,,2017-04-24T14:50:10.243891Z,,,,,,,channel metadata:
176301,usp2017hyto,20170424T035409,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.21601486,-72.11949921,20000.0,,2017-04-24T03:54:09.393324Z,,,,,,,channel metadata:
176341,usp2017hytm,20170424T035108,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.40736771,-71.31830597,124576.2177,,2017-04-24T03:51:08.647151Z,,,,,,,channel metadata:
176384,usp2017hygr,20170423T212253,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.10936546,-67.06255341,182863.9984,,2017-04-23T21:22:53.039023Z,,,,,,,channel metadata:
176484,usp2017hydh,20170423T194008,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.2015686,-72.24057007,16000.0,,2017-04-23T19:40:08.404867Z,,,,,,,channel metadata:
176522,usp2017hxsg,20170423T140604,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.9112854,-70.01488495,10000.0,,2017-04-23T14:06:04.236778Z,,,,,,,channel metadata:
176573,usp2017hwwj,20170423T030213,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.19164658,-72.17893982,18000.0,,2017-04-23T03:02:13.746521Z,,,,,,,channel metadata:
176674,usp2017hwvm,20170423T023605,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.01934433,-71.98922729,10000.0,,2017-04-23T02:36:05.050122Z,,,,,,,channel metadata:
176743,usp2017hwty,20170423T014920,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.84701538,-71.71963501,79592.61322,,2017-04-23T01:49:20.186962Z,,,,,,,channel metadata:
176779,usp2017hwny,20170422T224641,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-33.04922104,-72.14827728,11000.0,,2017-04-22T22:46:41.491965Z,,,,,,,channel metadata:
176951,usp2017hsuf,20170420T212430,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.46075439,-67.16483307,144068.2526,,2017-04-20T21:24:30.042876Z,,,,,,,channel metadata:
177019,usp2017hrgt,20170420T012821,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.57288551,-66.87809753,229000.0,,2017-04-20T01:28:21.846862Z,,,,,,,channel metadata:
177075,usp2017hrcr,20170419T232416,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-35.20440292,-72.35006714,10000.0,,2017-04-19T23:24:16.835810Z,,,,,,,channel metadata:
177260,usp2017hppp,20170419T033954,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.35480118,-68.73961639,114000.0,,2017-04-19T03:39:54.409148Z,,,,,,,channel metadata:
177281,usp2017hpff,20170418T222534,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-35.3897438,-71.07320404,108000.0,,2017-04-18T22:25:34.393851Z,,,,,,,channel metadata:
177479,usp2017hols,20170418T123352,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.87036324,-71.41727448,52000.0,,2017-04-18T12:33:52.574202Z,,,,,,,channel metadata:
177541,usp2017hobc,20170418T071155,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.11938477,-69.93774414,67000.0,,2017-04-18T07:11:55.434984Z,,,,,,,channel metadata:
177636,usp2017hnqk,20170418T014842,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.62687111,-68.2492981,113000.0,,2017-04-18T01:48:42.639026Z,,,,,,,channel metadata:
177715,usp2017hnhs,20170417T212520,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.5122509,-68.56193542,133000.0,,2017-04-17T21:25:20.128305Z,,,,,,,channel metadata:
177776,usp2017hnhj,20170417T211428,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.33915901,-69.91926575,65000.0,,2017-04-17T21:14:28.731458Z,,,,,,,channel metadata:
177811,usp2017hmgu,20170417T074922,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,6.756472588,-73.03668213,152000.0,,2017-04-17T07:49:22.509505Z,,,,,,,channel metadata:
177877,usp2017hkhg,20170416T054616,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.91411018,-66.77143097,193000.0,,2017-04-16T05:46:16.170809Z,,,,,,,channel metadata:
177924,usp2017hkdw,20170416T040328,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-31.56232643,-68.82102203,111000.0,,2017-04-16T04:03:28.714415Z,,,,,,,channel metadata:
177953,usp2017hjqt,20170415T212638,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.5461998,-71.48339081,29000.0,,2017-04-15T21:26:38.349464Z,,,,,,,channel metadata:
178020,usp2017hith,20170415T093439,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.6390419,-68.41968536,108439.9567,,2017-04-15T09:34:39.998509Z,,,,,,,channel metadata:
178077,usp2017hiqu,20170415T081943,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-23.16480637,-67.53744507,153000.0,,2017-04-15T08:19:43.590068Z,,,,,,,channel metadata:
178308,usp2017hhoo,20170414T180323,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.4277668,-68.6808548,108000.0,,2017-04-14T18:03:23.668699Z,,,,,,,channel metadata:
178352,usp2017hhkn,20170414T160102,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.99629021,-52.06523132,0.0,,2017-04-14T16:01:02.086651Z,,,,,,,channel metadata:
178397,usp2017hhcq,20170414T120201,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.84420776,-68.9200592,10000.0,,2017-04-14T12:02:01.177618Z,,,,,,,channel metadata:
178458,usp2017hgym,20170414T095556,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.7496357,-68.88296509,107218.4601,,2017-04-14T09:55:56.686151Z,,,,,,,channel metadata:
178546,usp2017here,20170413T035924,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.21972275,-68.34968567,124754.1504,,2017-04-13T03:59:24.185176Z,,,,,,,channel metadata:
178607,usp2017heqr,20170413T034249,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.92266846,-71.37966919,10000.0,,2017-04-13T03:42:49.224299Z,,,,,,,channel metadata:
178791,usp2017hbti,20170411T133934,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.74608994,-70.1722641,10000.0,,2017-04-11T13:39:34.984736Z,,,,,,,channel metadata:
178855,usp2017hbqk,20170411T120958,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.45778465,-68.61170197,115130.6305,,2017-04-11T12:09:58.570602Z,,,,,,,channel metadata:
178887,usp2017hbay,20170411T042230,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.09953117,-66.79779816,197933.3801,,2017-04-11T04:22:30.178128Z,,,,,,,channel metadata:
179141,usp2017gtpr,20170407T024300,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-14.26938534,-73.54058838,55179.245,,2017-04-07T02:43:00.019071Z,,,,,,,channel metadata:
179687,usp2017gjkx,20170401T125658,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-16.11978722,-74.14526367,10000.0,,2017-04-01T12:56:58.509420Z,,,,,,,channel metadata:
180343,usp2017gawk,20170327T203222,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.74388123,-67.35238647,202750.0,,2017-03-27T20:32:22.172631Z,,,,,,,channel metadata:
181993,usp2017ffno,20170316T041205,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.37004662,-68.23763275,108123.291,,2017-03-16T04:12:05.733594Z,,,,,,,channel metadata:
182040,usp2017fdtu,20170315T050539,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.42781258,-41.82849503,0.0,,2017-03-15T05:05:39.318162Z,,,,,,,channel metadata:
182577,usp2017espk,20170309T022256,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.28777504,-48.58082199,0.0,,2017-03-09T02:22:56.463907Z,,,,,,,channel metadata:
182580,usp2017esor,20170309T020159,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.30098724,-48.52856064,0.0,,2017-03-09T02:01:59.136685Z,,,,,,,channel metadata:
182981,usp2017emit,20170305T161209,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.37,-48.57,0.0,,2017-03-05T16:12:09.000000Z,,,,,,,channel metadata:
183080,usp2017elez,20170305T010946,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.85703278,-47.44670868,0.0,,2017-03-05T01:09:46.240962Z,,,,,,,channel metadata:
183268,usp2017ecpj,20170228T080922,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-14.21723366,-75.1252594,10000.0,,2017-02-28T08:09:22.815888Z,,,,,,,channel metadata:
183346,usp2017ecnm,20170228T071334,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.79614449,-63.74204254,541547.3022,,2017-02-28T07:13:34.907561Z,,,,,,,channel metadata:
183545,usp2017dyzy,20170226T085915,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-28.92490005,-71.3372879,20000.0,,2017-02-26T08:59:15.168232Z,,,,,,,channel metadata:
183737,usp2017dwrr,20170225T023123,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.33638191,-68.95062256,103071.9452,,2017-02-25T02:31:23.672653Z,,,,,,,channel metadata:
205489,usp2016oaqt,20160718T135817,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.71736526,-71.85137939,10000.0,,2016-07-18T13:58:17.937715Z,,,,,,,channel metadata:
205743,usp2016nzri,20160718T010701,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-32.25237274,-70.23316193,10000.0,,2016-07-18T01:07:01.155348Z,,,,,,,channel metadata:
207373,usp2016mquv,20160628T230729,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.37252998,-71.63100433,29000.0,,2016-06-28T23:07:29.547285Z,,,,,,,channel metadata:
207913,usp2016mjjo,20160624T212916,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-25.76013184,-69.12081146,91058.73871,,2016-06-24T21:29:16.878028Z,,,,,,,channel metadata:
208085,usp2016mgsx,20160623T104748,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.3664856,-68.86618805,99002.15149,,2016-06-23T10:47:48.358069Z,,,,,,,channel metadata:
208352,usp2016mbkg,20160620T124522,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-27.2644043,-67.45017242,159006.7596,,2016-06-20T12:45:22.753148Z,,,,,,,channel metadata:
208467,usp2016makt,20160619T235156,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.48589134,-69.1022644,157672.8516,,2016-06-19T23:51:56.506579Z,,,,,,,channel metadata:
208514,usp2016lzyh,20160619T173327,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.0618782,-69.13111115,128794.9371,,2016-06-19T17:33:27.342619Z,,,,,,,channel metadata:
208623,usp2016lzcm,20160619T063314,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-16.67367935,-69.45130157,162130.6915,,2016-06-19T06:33:14.639489Z,,,,,,,channel metadata:
208674,usp2016lycq,20160618T172944,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.1718502,-67.0295105,176324.6918,,2016-06-18T17:29:44.833020Z,,,,,,,channel metadata:
208906,usp2016lxoq,20160618T102453,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.15618896,-67.259552,188624.7711,,2016-06-18T10:24:53.790979Z,,,,,,,channel metadata:
209022,usp2016lvlr,20160617T063818,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.85023117,-72.0401535,10000.0,,2016-06-17T06:38:18.793283Z,,,,,,,channel metadata:
209062,usp2016lvgb,20160617T034835,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-29.95869446,-71.32427979,10000.0,,2016-06-17T03:48:35.507210Z,,,,,,,channel metadata:
209155,usp2016lvfm,20160617T033054,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.88667297,-68.95235443,107618.9041,,2016-06-17T03:30:54.835980Z,,,,,,,channel metadata:
209282,usp2016ltfm,20160616T011438,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.73263741,-71.38548279,10000.0,,2016-06-16T01:14:38.481045Z,,,,,,,channel metadata:
209362,usp2016lrey,20160614T224225,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-21.02249718,-68.72510529,109662.4222,,2016-06-14T22:42:25.006659Z,,,,,,,channel metadata:
209489,usp2016ljcb,20160610T120955,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-22.66392326,-66.38405609,240000.0,,2016-06-10T12:09:55.421851Z,,,,,,,channel metadata:
209629,usp2016lfza,20160608T191240,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.57346153,-72.48805237,10000.0,,2016-06-08T19:12:40.462747Z,,,,,,,channel metadata:
209733,usp2016lbwg,20160606T131602,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-30.07783508,-71.43347168,40943.13049,,2016-06-06T13:16:02.971458Z,,,,,,,channel metadata:
209867,usp2016laej,20160605T150533,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-19.41008186,-69.05488586,99081.00128,,2016-06-05T15:05:33.791034Z,,,,,,,channel metadata:
209970,usp2016kzmb,20160605T055107,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-29.39280128,-71.85016632,10000.0,,2016-06-05T05:51:07.702197Z,,,,,,,channel metadata:
210214,usp2016kzeg,20160605T015400,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-24.19564247,-67.00615692,202685.3943,,2016-06-05T01:54:00.622213Z,,,,,,,channel metadata:
210348,usp2016ktjb,20160601T213100,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-13.52529621,-75.09855652,89013.51166,,2016-06-01T21:31:00.867660Z,,,,,,,channel metadata:
210459,usp2016krue,20160601T005111,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-15.83989811,-69.53614044,248500.0153,,2016-06-01T00:51:11.175609Z,,,,,,,channel metadata:
210626,usp2016kmsy,20160529T063413,P,BX,TQJ4A,,"['HHZ', 'HHZ']",,,,-20.52548027,-63.2236557,563000.0,,2016-05-29T06:34:13.872107Z,,,,,,,channel metadata:
242719,usp2015tuux,20151009T182735,P,BL,TEST,,"['HHZ', 'HHZ']",,,,-31.69693947,-71.45024872,29000.0,,2015-10-09T18:27:35.824385Z,,,,,,,channel metadata:
245053,usp2015tfxb,20151001T143110,P,BL,TEST,,"['HHZ', 'HHZ']",,,,-32.83385468,-72.09840393,11000.0,,2015-10-01T14:31:10.710809Z,,,,,,,channel metadata:
313392,usp2013nkgj,20130710T143212,P,BR,SAMA,,"['HHZ', 'HHN']",,,,-19.37735,-69.197037,113000.0,,2013-07-10T14:32:12.547662Z,,,,,,,channel metadata:
313476,usp2013nixj,20130709T205144,P,BR,SAMA,,"['HHZ', 'HHZ']",,,,-19.044487,-69.350616,123000.0,,2013-07-09T20:51:44.275323Z,,,,,,,channel metadata:
319166,usp2012pvne,20120813T053244,P,BL,CDSB,,"['HHZ', 'HHZ']",,,,-5.6804008,-76.29171,0.0,,2012-08-13T05:32:44.078095Z,,,,,,,channel metadata:
319519,usp2012gjrg,20120331T160948,P,NB,PCSA,,"['HHZ', 'HHZ']",,,,-13.63955307,-49.57376862,0.0,,2012-03-31T16:09:48.684340Z,,,,,,,channel metadata:
319534,usp2012gjrg,20120331T160948,P,NB,NBMU,,"['HHZ', 'HHR']",,,,-13.63955307,-49.57376862,0.0,,2012-03-31T16:09:48.684340Z,,,,,,,channel metadata:
